source,record_id,name,other_names,address,city,state,postal_code,phone,latitude,longitude
osm,node/9291222004,Grove Health Dental,,9907 Maple Grove Parkway,Maple Grove,MN,55369,,45.1339044,-93.4770563
osm,node/9465385261,Tamarack Hills Family Dentistry,,"707 Bielenberg Drive, 101",Woodbury,MN,55125,+1 651 467 5070,44.9385492,-92.9535508
osm,node/9579836292,Peter A. Berven. D. D. S.,,4033 Brookside Avenue South,Saint Louis Park,MN,55416,,44.9280107,-93.3554041
osm,node/9579836297,"Frontline Dental, Ernest Juean, DDS",,4045 Brookside Avenue South,Saint Louis Park,MN,55416,,44.927749,-93.3553066
osm,node/9579836298,"Brookside Dentistry - L. Foster, DDS",,4047 Brookside Avenue South,Saint Louis Park,MN,55416,,44.9277474,-93.3551244
osm,node/9604654646,Dentistry by Brian Weber,,3400 Dakota Avenue South,Saint Louis Park,MN,55416,,44.9419155,-93.3605811
osm,node/9625347272,Gentle Dentistry,,"15650 36th Avenue North, 150",Plymouth,MN,55446,+1-763-557-0287,45.022484,-93.4792408
osm,node/9671484192,A Banner Smile Dental Clinic,,8011 Minnetonka Boulevard,Saint Louis Park,MN,55426,,44.9492177,-93.3815004
osm,node/9713220536,West Lakes Dentistry,,5205 Shoreline Drive,Mound,MN,55364,+1-952-472-7717,44.9364053,-93.6555863
osm,node/10134443644,Park Dental Brookpark,,6437 Brooklyn Boulevard,,MN,,+1-763-531-7177,45.0718108,-93.3300046
osm,node/10245351037,Minneapolis Dentistry Company,,,,MN,,+1 612-256-4333,44.9487258,-93.2895114
osm,node/10597376675,Eden Prairie Dental Care,,,,MN,,,44.8544699,-93.4330338
osm,node/10597376685,Pediatric Dentistry,,,,MN,,,44.8448097,-93.4411954
osm,node/10597376689,Anderson Lakes Dental,,8775 Columbine Road,Eden Prairie,MN,55344,,44.845117,-93.4411093
osm,node/10604807800,Metro Dentalcare,,,,MN,,,44.6935056,-93.2168167
osm,node/10652451249,Lakes Dental Clinic,,,,MN,,,45.2790714,-92.9960768
osm,node/10681831525,Minnesota Orthodontics,,,,MN,,,44.715617,-93.1760824
osm,node/10737423667,Rogers Dental Center,,,,MN,,,45.2028524,-93.551096
osm,node/10742711444,Linn Family Dentistry,,"4080 Tower Street, 1050",Saint Bonifacius,MN,55375,+19524469933,44.902547,-93.7483504
osm,node/11007656046,Park Dental Lakeville,,,,MN,,,44.6963487,-93.285565
osm,node/11104668358,Plaza Dental,,,,MN,,,44.6916547,-93.2840152
osm,node/11104668359,Cosmopolitan Orthodontics,,,,MN,,,44.6916374,-93.2845956
osm,node/11166194880,North St. Paul Dentistry,,"2601 Centennial Drive, 102",North Saint Paul,MN,55109,+1-651-777-6454,45.0154498,-92.9899461
osm,node/11191518090,Aspen Dental,,,,MN,,,45.0346773,-93.0172138
osm,node/11215325078,Health Sense Dental,,"6140 Lake Linden Drive, 235",Chanhassen,MN,55331,,44.8923004,-93.5835462
osm,node/11332270945,Ekim Orthodontics- Prior Lake,,,,MN,,,44.7148544,-93.4256326
osm,node/11332270946,Belland Family Dentistry,,,,MN,,,44.7150233,-93.4255945
osm,node/11472428069,Lakes Orthodontics,,,,MN,,,45.009792,-93.0300779
osm,node/11686430903,Evergreen Dental,,7890 Mitchell Road,Eden Prairie,MN,55344,,44.860762,-93.4607601
osm,node/11711817393,Ovation Orthodontics,,,,MN,,,44.8936957,-93.4197124
osm,node/11777821189,Town Dental - Chaska,,"1200 Chaska Creek Way, 150",Chaska,MN,55318,,44.8052784,-93.63158
osm,node/11780026077,Town Dental - Excelsior,,425 2nd Street,Excelsior,MN,55331,+1-952-295-1622,44.9033611,-93.5656068
osm,node/11852879266,Tranquility Dental,,"7415 Wayzata Boulevard, 201",Saint Louis Park,MN,55426,,44.9707432,-93.3741157
osm,node/11944869727,Crescent Dental,,"2611 Innsbruck Drive, Suite A",New Brighton,MN,55112,+1-763-571-4837,45.0674994,-93.2201788
osm,node/11968918163,Hibernation Sleep MN,,"2233 Energy Park Drive, Suite 400",,MN,,,44.9746788,-93.1947648
osm,node/11988962361,Metro Dentalcare Woodbury,,"429 Commerce Drive, 400",Woodbury,MN,55125,,44.940847,-92.906543
osm,node/11988975533,Red Oak Family Dentist,,"9931 Hudson Boulevard North, 107",,MN,,,44.9498808,-92.9049339
osm,node/12020737355,Dentists of Eden Prairie,,"13000 Technology Drive, 110",Eden Prairie,MN,55344,,44.8592728,-93.441744
osm,node/12029268611,Dunn Orthodontics,,,,MN,,,44.8496415,-92.9511213
osm,node/12029268613,Lindgren Dental Care,,,,MN,,,44.8497147,-92.9509406
osm,node/12030487427,Periodontal Specialists,,,,MN,,,44.8340209,-92.954879
osm,node/12032201393,Metro Dentalcare,,,,MN,,,44.8341744,-92.9565006
osm,node/12032201394,Park Dental,,,,MN,,,44.8341744,-92.9561898
osm,node/12032201395,Woodgrove Dental,,,,MN,,,44.8341744,-92.9563452
osm,node/12099767280,Bomstad Dental,,911 1st Street North,Hopkins,MN,55343,+1 952-938-7746,44.9264205,-93.4123658
osm,node/12124640947,Boger Dental,,"2720 Annapolis Circle North, Suite A",Plymouth,MN,55441,+1-763-546-7707,45.0092599,-93.4507768
osm,node/12134351514,Zirbel Orthodontics,,1480 Yankee Doodle Road,Eagan,MN,55121,+1 651-452-3333,44.8330527,-93.1717264
osm,node/12138867368,50th and France Dental Care,,,,MN,,,44.9120534,-93.3304285
osm,node/12138867396,Anderson Dentalcare,,,,MN,,,44.9120465,-93.3299826
osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",Edina,MN,55424,+1-952-922-8111,44.9128932,-93.3313324
osm,node/12139088880,Edina Dental Care,,,,MN,,,44.9121117,-93.3304322
osm,node/12139088881,Edina Endodontics,,,,MN,,,44.9121244,-93.3303777
osm,node/12139088883,Edina Orthodontics - 50th & France,,,,MN,,,44.9122439,-93.330515
osm,node/12139088886,Englander Dental,,3801 West 50th Street,Minneapolis,MN,55410,,44.9124271,-93.3279192
osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",Edina,MN,55424,+1-952-900-2077,44.9127405,-93.3314685
osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",Minneapolis,MN,55410,,44.9133078,-93.3288372
osm,node/12167155731,Mint Orthodontics,,,,MN,,,44.9247318,-93.3148938
osm,node/12188536946,Bucca Dental,,,,MN,,,44.9485467,-93.2531162
osm,node/12209266821,Longfellow Family Dental,,,,MN,,,44.9485576,-93.2193328
osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,Edina,MN,55436,,44.9112839,-93.3527775
osm,node/12335479796,Pan Orthodontics,,,,MN,,+1 952 926 3747,44.9107622,-93.3548103
osm,node/12335504029,Interlachen Dental Associates,,,,MN,,+1 952 920 9579,44.9109704,-93.3546801
osm,node/12353177688,Clear Lakes Dental,,,,MN,,,44.884482,-93.2868076
osm,node/12516572195,Blaine Dentistry,,"1384 109th Avenue Northeast, 200",Blaine,MN,55434,,45.1676549,-93.2358696
osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",Minneapolis,MN,55402,+1-612-332-0592,44.9760073,-93.2705546
osm,node/12623211491,Greenway Dental,,2309 Lyndale Avenue South,Minneapolis,MN,55405,,44.9598734,-93.2877637
osm,node/12704116116,Centennial Lakes Dental Group,,"4800 Olson Memorial Highway, 110",Golden Valley,MN,55422,+1 763 544 0121,44.9848526,-93.3404463
osm,node/12729435294,Access Point Dental,,,,MN,,,44.8982986,-93.080037
osm,node/12730027395,Apelgren Dental,,,,MN,,,44.8144322,-93.2112485
osm,node/12754418101,Loop Dental,,207 5th Avenue North,,MN,55401,+1-612-470-4047,44.9864729,-93.2737231
osm,node/12793964545,Mill City Dental,,"1026 Washington Avenue South, 100",Minneapolis,MN,55415,+1-612-877-8888,44.9758268,-93.253528
osm,node/12818327001,Shamblott Family Dentistry,,"400 Selby Avenue, Suite A",Saint Paul,MN,55102,,44.946455,-93.1175396
osm,node/12896072225,Village Orthodontics,,850 County Road D  West,New Brighton,MN,,+1-612-788-9666,45.0366131,-93.1995386
osm,node/12897274799,Dentists of Highland Park,,,,MN,,,44.9177245,-93.188963
osm,node/12955181739,Aspen Dental,,,,MN,,,45.0123363,-93.1761077
osm,node/13019489690,Smiles For Life Dental of Bloomington,,"9801 Dupont Avenue South, #400",Bloomington,MN,55431,,44.825957,-93.2929327
osm,node/13063936043,Lifesmiles Family Dentistry,,"8100 Penn Avenue South, 172",Bloomington,MN,55431,,44.8561639,-93.3091915
osm,node/13089392420,Summit Dental Care,,10756 Butternut Street Northwest,Coon Rapids,MN,55448,,45.1659568,-93.267215
osm,node/13143516544,Metro Dentalcare,,,,MN,,+1-651-452-4828,44.7940015,-93.2071007
osm,node/13156113098,Mounds View Family Dental,,"2436 Mounds View Boulevard, 110",Moundsview,MN,55112,,45.1028201,-93.206422
osm,node/13185418506,Imagine Smiles,,"10729 Town Square Drive Northeast, 150",Blaine,MN,55449,+1-763-269-8650,45.1645785,-93.2120658
osm,node/13265552513,Park Dental,,"800 LaSalle Ave S, Suite 100",Minneapolis,MN,55402,,44.9762795,-93.2750275
osm,node/13431202109,NE1 Dental,,411 1st Avenue Northeast,Minneapolis,MN,55413,+1 651 461 7503,44.9897383,-93.2554628
osm,node/13448863362,Metro Dentalcare,,9042,,MN,,,44.818667,-93.0384206
osm,node/13516981216,Scandia Family Dental Clinic,,,,MN,,,45.2539462,-92.8060467
osm,node/13610430717,Mendota Heights Dental Center,,880 Sibley Memorial Highway,Mendota Heights,MN,55118,,44.9046843,-93.1319226
osm,node/13610640653,Eagan Dental Care,,,,MN,,,44.8360156,-93.1525325
osm,node/13614655078,Uptown Dental,,"1406 Lake Street West, 100",Minneapolis,MN,55408,,44.9487287,-93.2974786
osm,node/13626360295,Holger Dental Group,,120 North 1st Avenue,Minneapolis,MN,55402,,44.9841885,-93.2687283
osm,node/13883833775,York Dental,,,,MN,,,44.8652659,-93.3198288
osm,node/13942955984,Eagan Smiles,,,,MN,,,44.8329964,-93.1537994
osm,node/13965983641,CityScape Dental,,"300 South 2nd Street, 3",,MN,,,44.9810731,-93.2628659
osm,node/13967989885,Blue Heron Dental Care,,601 Apollo Drive,Lino Lakes,MN,55014,+17633733214,45.1834217,-93.1102249
osm,node/14075268877,Maple Brook Dental,,8401 West Broadway Avenue,,MN,,,45.1078428,-93.3774725
osm,node/14086602170,Willow Lake Dental,,"3475 Willow Lake Boulevard, 100",Vadnais Heights,MN,55110,+1 651-294-9500,45.0495718,-93.0559029
osm,node/14110804612,Stillwater Dental,,,,MN,,,45.0353401,-92.8343694
osm,node/14112398881,Stillwater Modern Dentistry,,,,MN,,,45.0352773,-92.8366607
osm,node/14117084908,Park Dental,,,,MN,,,45.0352586,-92.8398762
osm,node/14125364900,Metro Dental Care,,,,MN,,,45.0219712,-93.1659843
osm,node/14143321792,Krengel Dental,,,,MN,,+19528881311,44.8576378,-93.3070305
osm,node/14180598701,Rush Creek Dental Care,,18820 70th Way North,,MN,55311,+16122542730,45.0839945,-93.5186264
osm,node/14189483436,Smile Orthodontics Stillwater,,,,MN,,,45.056289,-92.8621899
osm,node/14204036046,Chalet Dental,,1651 Dale Street N,,MN,,+1-651-413-9150,44.9910752,-93.1263423
osm,way/42789254,Eckart Dental Center,,,,MN,,,44.7987159,-93.5235459
osm,way/92189751,Fiant Dental,,3225 Lyndale Avenue South,Minneapolis,MN,55408,,44.9437942,-93.2877281
osm,way/93677602,Children's Dental Services,,728 Hennepin Avenue East,Minneapolis,MN,55414,,44.9904488,-93.248676
osm,way/100102554,Associated Dentists,,1371 7th Street West,,MN,,,44.9208814,-93.1373626
osm,way/126130354,MapleTree Pediatric Dentistry,,1915 County Road D,Maplewood,MN,55109,,45.036202,-93.0215554
osm,way/126155334,Nicollet Dental,,6053 Nicollet Avenue,Minneapolis,MN,55419,,44.892719,-93.2776881
osm,way/157489492,Park Dental,,2282 Como Avenue,Saint Paul,MN,55108,+1-651-646-1123,44.9817726,-93.1954433
osm,way/157489499,Saint Anthony Park Dental Care,,2278 Como Avenue,Saint Paul,MN,55108,+1-651-644-9216,44.9816893,-93.1953558
osm,way/200089281,Rice Street Family Dental,,1215 Rice Street,Saint Paul,MN,55117,,44.9778464,-93.1061375
osm,way/231160037,Family Dental Clinic PA,,4454 Chicago Avenue,Minneapolis,MN,,+1 612 823 6262,44.9217964,-93.2629233
osm,way/278916341,Nokomis Family Dental,,4943 34th Avenue South,,MN,,,44.9129699,-93.2225102
osm,way/308147815,Leon Orthodontics,,6100 Excelsior Boulevard,Saint Louis Park,MN,55416,,44.9282467,-93.3569986
osm,way/339270935,"Thomas d. Bruss, DDS",,4201 Minnehaha Avenue,Minneapolis,MN,55406,,44.9267842,-93.2181609
osm,way/350242398,Northwood Dental,,1227 Northwood Parkway,Eagan,MN,55121,+1 651-687-0789,44.8376967,-93.1504825
osm,way/358201240,Cameo Dental,,14470 Cameo Avenue,Rosemount,MN,55068,,44.7397557,-93.1278132
osm,way/362842348,River Bluff Dental - Dr. Walter Palmer,,10851 Rhodde Island Avenue South,Bloomington,MN,55438,+1 952 884 5361,44.8073223,-93.3816679
osm,way/390529015,The Dentist's House of Edina,,3930 Sunnyside Road,Edina,MN,55424,+1-952-929-9131,44.9214317,-93.330278
osm,way/435068838,Creekside Dental,,3340 Republic Avenue,Saint Louis Park,MN,55426,,44.9391621,-93.3682919
osm,way/448057160,Brimhall Dentistry,,483 Brimhall Street,Saint Paul,MN,55116,,44.9268295,-93.1659436
osm,way/460383876,Brandsness & Krumholz,,2267 Louisiana Avenue South,Saint Louis Park,MN,55426,,44.9602795,-93.3705288
osm,way/480968399,Park Dental Rosemount,,15015 Cimarron Avenue,Rosemount,MN,55068,+1 952 423 2288,44.7309852,-93.139561
osm,way/489112914,Park Dental,,5350 Robert Trail South,Inver Grove Heights,MN,55077,,44.8714213,-93.0795759
osm,way/489630183,The New Art Of Dentistry,,1222 Frontage Road,Hastings,MN,55033,,44.7391196,-92.8744827
osm,way/490000269,Spahl Dentistry,,1199,,MN,,+1 651-774-9000,44.9773333,-93.0509331
osm,way/490729787,Family Dentistry,,6665 Cahill Avenue,Inver Grove Heights,MN,55076,,44.8526367,-93.0455231
osm,way/505626264,Dexterity Dental,,310 Division Street,Farmington,MN,55024,+1-651-463-4444,44.6398233,-93.1513266
osm,way/506236046,Bliss Family Dental,,4792 Dakota St SE,Prior Lake,MN,55372,+19524473777,44.7147789,-93.4230755
osm,way/507772602,Park Dental,,511 Elm Street,Farmington,MN,55024,+1-952-303-7028,44.6406038,-93.1408612
osm,way/510514973,Franco & Associates Family and Cosmetic Dentistry,,120 Snelling Avenue,Saint Paul,MN,55104,+1-651-645-6111,44.9448695,-93.1666201
osm,way/526767900,Children's Dental Care,,,,MN,,,44.6928607,-93.2182652
osm,way/526980397,Crestridge Dental,,50 McAndrews Road East,Burnsville,MN,55337,+1-952-892-5050,44.7539772,-93.2766367
osm,way/527080254,Harrison Dental Studio,,5 Wentworth Avenue East,West St Paul,MN,55118,,44.8983671,-93.0847124
osm,way/527997535,Brite Smile Dental Care,,8977 Hunters Way,Apple Valley,MN,55124,,44.7571789,-93.2472152
osm,way/528003975,Lakeville Family Dental Centre,,16372 Kenrick Avenue,Lakeville,MN,55044,,44.711756,-93.2802075
osm,way/528466500,Lakeville Dental,,20171 Icenic Trail,Lakeville,MN,55044,,44.6576306,-93.2552941
osm,way/528914212,Eagan Family Dentistry,,4178 Knob Drive,Eagan,MN,55122,,44.8053628,-93.1677844
osm,way/531848023,Metro Dental,,1905 Plaza Drive,Eagan,MN,55122,,44.7876796,-93.2026137
osm,way/533507284,Midwest Dental,,1121 Town Centre Drive,Eagan,MN,55123,,44.8317361,-93.1484983
osm,way/547126362,Cherrywood Dental,,14127 Vernon Ave S,Savage,MN,55378,+19524409303,44.7485978,-93.3508422
osm,way/601130228,Family Dentistry,,5020 Minnetonka Boulevard,Saint Louis Park,MN,55416,,44.9487884,-93.3436876
osm,way/603434082,Weingartner/Park Dental,,,,MN,,,44.833179,-92.9547402
osm,way/603434089,Zirbel Orthodontics,,,,MN,,,44.8347239,-92.9510129
osm,way/605053952,East Dental Family Dentistry,,1346 Payne Avenue,,MN,,+1 651-774-6085,44.9817859,-93.0733186
osm,way/605070030,Oustland Dental,,,,MN,,,44.9727037,-93.0738524
osm,way/605096310,Natural Dental,,1439 Arcade Street,,MN,,,44.9844892,-93.0663216
osm,way/607969820,Lor Dental Clinic,,,,MN,,,44.9838577,-93.1061284
osm,way/608991745,Northpark Dental,,9120 Baltimore Street Northeast,Blaine,MN,55449,,45.1362742,-93.234393
osm,way/636034786,Grand Avenue Smiles,,1845 Grand Avenue,Saint Paul,MN,55105,+16516905262,44.9403712,-93.1782545
osm,way/697893580,Chalet Dental,,1651 Dale Street North,Saint Paul,MN,55117,+1-651-413-9150,44.9910399,-93.1264795
osm,way/766562945,Larson Dental,,1632 Northeast Washington Street,Minneapolis,MN,55413,,45.0050584,-93.2578297
osm,way/778595987,Chicago Lake Family Dental,,,,MN,,,44.9499615,-93.2630679
osm,way/787322538,Pierce Dental Care,,,,MN,,,45.0649026,-93.1924394
osm,way/796682451,Park Dental,,13961,,MN,,,45.0353947,-92.8254132
osm,way/802023323,Cherokee Dentist,,374 Annapolis Street,West Saint Paul,MN,55118,+1-651-457-6231,44.9192496,-93.1009115
osm,way/914286353,Family Orthodontics,,5804 Excelsior Boulevard,Saint Louis Park,MN,55416,+19529227117,44.9294102,-93.3534667
