pair_key,verdict,routed_by,score,block,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1003245333|nppes:1306338553,review,same place,0.538,address+nearby,nppes,1003245333,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,1109 MOORE LAKE DR E,55432,763-571-9990,nppes,1306338553,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS-ORTHODONTICS,1109 MOORE LAKE DR E,55432,763-572-2224,0
nppes:1003245333|nppes:1659670362,distinct,,0.261,address,nppes,1003245333,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,1109 MOORE LAKE DR E,55432,763-571-9990,nppes,1659670362,NORTHERN ORTHODONTICS,,1109 EAST MOORE LAKE DRIVE,55432,651-439-2600,0
nppes:1003286808|nppes:1477112456,distinct,,0.317,address,nppes,1003286808,"MODERN DENTAL PROFESSIONALS, MN PC",MIDWEST DENTAL,"2147 NORTHDALE BLVD NW, NWOOD",55433,763-767-4888,nppes,1477112456,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD","""GENTLE DENTISTRY""",2147 NORTHDALE BLVD NW,55433,651-209-3139,0
nppes:1003286808|nppes:1619287562,distinct,,0.223,address,nppes,1003286808,"MODERN DENTAL PROFESSIONALS, MN PC",MIDWEST DENTAL,"2147 NORTHDALE BLVD NW, NWOOD",55433,763-767-4888,nppes,1619287562,NORTHDALE DENTIST PA,,"2147, NORTHDALE BLVD NW.",55433,763-497-6977,
nppes:1003392739|nppes:1588005169,distinct,,0.282,address,nppes,1003392739,COMFORTABLE DENTAL PLLC,COMFORTABLE DENTAL,5700 BOTTINEAU BLVD STE 270,55429,763-210-8222,nppes,1588005169,COMMUNITY DENTAL CARE INC,,5700 BOTTINEAU BLVD STE 250,55429,763-270-5776,
nppes:1003392739|osm:node/7170036800,review,score,0.600,address,nppes,1003392739,COMFORTABLE DENTAL PLLC,COMFORTABLE DENTAL,5700 BOTTINEAU BLVD STE 270,55429,763-210-8222,osm,node/7170036800,Comfortable Dental,,"5700 Bottineau Boulevard, Suite 270",55429,,
nppes:1003431263|nppes:1669530101,distinct,,0.463,address+nearby,nppes,1003431263,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALIST MINNETONKA,14525 HIGHWAY 7 STE 125,55345,952-303-8858,nppes,1669530101,"PDG, P.A.",PARK DENTAL MINNETONKA,14525 HIGHWAY 7 STE 125,55345,952-474-5622,0
nppes:1003431263|nppes:1861088197,distinct,,0.465,address+nearby,nppes,1003431263,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALIST MINNETONKA,14525 HIGHWAY 7 STE 125,55345,952-303-8858,nppes,1861088197,ORTHODONTICS SPECIALIST OF MINNESOTA P.L.L.C.,THE DENTAL ORTHODONTICS MINNETONKA,14525 HIGHWAY 7 STE 125,55345,952-241-5860,0
nppes:1003654104|nppes:1134446370,distinct,,0.338,address,nppes,1003654104,PROACTIVE HEALTHCARE EDUCATION CENTER,PROACTIVE DENTAL CLINIC CORP,334 E LAKE ST STE 105,55408,310-883-8932,nppes,1134446370,BRITE DENTAL MINNESOTA P.C.,,334 EAST LAKE ST.,55408,708-439-4655,0
nppes:1003654104|nppes:1255249470,distinct,,0.274,address,nppes,1003654104,PROACTIVE HEALTHCARE EDUCATION CENTER,PROACTIVE DENTAL CLINIC CORP,334 E LAKE ST STE 105,55408,310-883-8932,nppes,1255249470,WHAT IF I AM A SURROGATE OF THE ORGANIZATION,,334 E LAKE ST STE 104,55408,612-910-1131,0
nppes:1003654104|nppes:1528805553,auto_merge,score,1.000,address+nearby+phone,nppes,1003654104,PROACTIVE HEALTHCARE EDUCATION CENTER,PROACTIVE DENTAL CLINIC CORP,334 E LAKE ST STE 105,55408,310-883-8932,nppes,1528805553,PROACTIVE HEALTHCARE EDUCATION CENTER,PROACTIVE DENTAL CLINIC CORP,334 E LAKE ST STE 105,55408,310-883-8932,0
nppes:1003886383|nppes:1013988765,distinct,,0.013,phone,nppes,1003886383,COMMUNITY DENTAL CARE INC,COMMUNITY DENTAL CARE,600 CARLTON STREET N,55119,651-774-2959,nppes,1013988765,PETERSON & PETERSON DDS PA,,1224 ARCADE ST,55106,651-774-2959,6143
nppes:1013062462|nppes:1386768851,distinct,,0.329,address,nppes,1013062462,"GROUP HEALTH, INC.",HEALTHPARTNERS INVER GROVE DENTAL CLINIC,5625 CENEX DR,55077,651-552-1752,nppes,1386768851,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS,5625 CENEX DR,55077,651-552-2675,0
nppes:1013153352|nppes:1184770851,review,same place,0.531,address+nearby,nppes,1013153352,ASSOCIATED DENTISTS SHOLOM HOME,,"1371 7TH ST W, SUITE B",55102,651-488-5557,nppes,1184770851,ASSOCIATED DENTISTS,,1371 7TH ST W,55102,651-222-0351,0
nppes:1013153352|nppes:1699838011,distinct,,0.040,phone,nppes,1013153352,ASSOCIATED DENTISTS SHOLOM HOME,,"1371 7TH ST W, SUITE B",55102,651-488-5557,nppes,1699838011,LEXINGTON DENTAL,,"1790 LEXINGTON AVE N, SUITE B",55113,651-488-5557,8345
nppes:1013153352|osm:way/100102554,review,same place,0.381,nearby,nppes,1013153352,ASSOCIATED DENTISTS SHOLOM HOME,,"1371 7TH ST W, SUITE B",55102,651-488-5557,osm,way/100102554,Associated Dentists,,1371 7th Street West,,,24
nppes:1013199561|nppes:1477112456,distinct,,0.450,phone,nppes,1013199561,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,1680 SUBURBAN AVE,55106,651-209-3139,nppes,1477112456,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD","""GENTLE DENTISTRY""",2147 NORTHDALE BLVD NW,55433,651-209-3139,34645
nppes:1013216811|nppes:1306338553,distinct,,0.346,address,nppes,1013216811,MINNEAPOLIS-ST. PAUL PERIODONTICS,,1109 EAST MOORE LAKE DRIVE,55432,651-439-2600,nppes,1306338553,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS-ORTHODONTICS,1109 MOORE LAKE DR E,55432,763-572-2224,0
nppes:1013216811|nppes:1659670362,review,score,0.620,address+phone,nppes,1013216811,MINNEAPOLIS-ST. PAUL PERIODONTICS,,1109 EAST MOORE LAKE DRIVE,55432,651-439-2600,nppes,1659670362,NORTHERN ORTHODONTICS,,1109 EAST MOORE LAKE DRIVE,55432,651-439-2600,0
nppes:1013216811|nppes:1740259464,distinct,,0.032,phone,nppes,1013216811,MINNEAPOLIS-ST. PAUL PERIODONTICS,,1109 EAST MOORE LAKE DRIVE,55432,651-439-2600,nppes,1740259464,"ST. CROIX VALLEY DENTAL, PLLC",ST CROIX VALLEY DENTAL,13961 60TH ST. NORTH,55082,651-439-2600,33104
nppes:1013517093|nppes:1104193762,distinct,,0.348,address,nppes,1013517093,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALIST ORTHODONTICS WOODBURY,10150 CITY WALK DR APT C,55129,651-268-2992,nppes,1104193762,MINNEAPOLIS-ST.PAUL ENDODONTICS,,10150 CITY WALK DR STE C,55129,651-714-7111,0
nppes:1013517093|nppes:1295227247,distinct,,0.362,phone,nppes,1013517093,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALIST ORTHODONTICS WOODBURY,10150 CITY WALK DR APT C,55129,651-268-2992,nppes,1295227247,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS- ORTHODONTICS,8650 HUDSON BLVD N STE 105,55042,651-268-2992,1894
nppes:1013933381-pl1|nppes:1013933381-pl2,review,score,0.750,phone,nppes,1013933381-pl1,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,15000 MYSTIC CENTER DRIVE,55372,952-233-2886,nppes,1013933381-pl2,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,2360 SIOUX TRL NW,55372,952-233-2886,
nppes:1013933381-pl1|nppes:1013933381-pl3,review,score,0.750,phone,nppes,1013933381-pl1,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,15000 MYSTIC CENTER DRIVE,55372,952-233-2886,nppes,1013933381-pl3,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,2705 WOZANI OCANKU NW,55372,952-233-2886,
nppes:1013933381-pl2|nppes:1013933381-pl3,review,score,0.750,phone,nppes,1013933381-pl2,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,2360 SIOUX TRL NW,55372,952-233-2886,nppes,1013933381-pl3,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,2705 WOZANI OCANKU NW,55372,952-233-2886,
nppes:1013933381|nppes:1013933381-pl2,review,same place,0.500,nearby,nppes,1013933381,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,2330 SIOUX TRL NW,55372,952-496-6150,nppes,1013933381-pl2,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,2360 SIOUX TRL NW,55372,952-233-2886,107
nppes:1023127388|nppes:1821079583,review,score,0.689,nearby+phone,nppes,1023127388,G2 SOUTH PLLC,,5846 BLACKSHIRE PATH,55076,651-389-1133,nppes,1821079583,G2 SOUTH,,5846 BLACKSHIRE PATH,55016,651-389-1133,0
nppes:1023143161|nppes:1457393142-pl2,distinct,,0.186,address,nppes,1023143161,DAVID J ELASKY DDS PA,,7600 PARKLAWN STE 101,55435,952-835-6000,nppes,1457393142-pl2,"ALEC H. JARET, DMD, PC",HEALTHDRIVE DENTAL GROUP,7600 FRANCE AVE S STE 1100,55435,888-964-6681,597
nppes:1023143161|nppes:1528558244,distinct,,0.162,address,nppes,1023143161,DAVID J ELASKY DDS PA,,7600 PARKLAWN STE 101,55435,952-835-6000,nppes,1528558244,ON-SITE DENTISTRY,,7600 FRANCE AVE S STE 1100,55435,763-545-7545,597
nppes:1023314564|nppes:1538216411,distinct,,0.290,address,nppes,1023314564,"SMILE DESIGN DENTISTRY, PLLC",,"3475 PLYMOUTH BLVD, 100",55447,763-537-1238,nppes,1538216411,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,DR. D. ORTHODONTICS,"3475 PLYMOUTH BLVD, SUITE 300",55447,763-559-0559,0
nppes:1023314564|nppes:1740340561,distinct,,0.278,address,nppes,1023314564,"SMILE DESIGN DENTISTRY, PLLC",,"3475 PLYMOUTH BLVD, 100",55447,763-537-1238,nppes,1740340561,"STEPHEN W. ROBINSON, DDS, PA",,"3475 PLYMOUTH BLVD, SUITE 300",55447,763-546-6700,0
nppes:1023314564|nppes:1982767125,distinct,,0.268,address,nppes,1023314564,"SMILE DESIGN DENTISTRY, PLLC",,"3475 PLYMOUTH BLVD, 100",55447,763-537-1238,nppes,1982767125,JEANNE L BARSS DDS MS PA,JEANNE L BARSS DDS MS,"3475 PLYMOUTH BLVD, ST 200",55447,763-694-6158,0
nppes:1023452638|nppes:1790389005-pl1,distinct,,0.345,address,nppes,1023452638,FOREST LAKE ORTHODONTICS,"TRAVIS W. WILLE, DDS, MS","25 LAKE ST N, SUITE 135",55025,651-464-1151,nppes,1790389005-pl1,ST. CROIX ENDODONTICS,ST. CROIX ENDODONTICS,25 LAKE ST N STE 110,55025,651-464-7388,0
nppes:1023452638|nppes:1952709420,distinct,,0.345,address,nppes,1023452638,FOREST LAKE ORTHODONTICS,"TRAVIS W. WILLE, DDS, MS","25 LAKE ST N, SUITE 135",55025,651-464-1151,nppes,1952709420,ST. CROIX ENDODONTICS,,"25 LAKE ST N, SUITE 110",55025,651-464-7388,0
nppes:1023664935-pl1|nppes:1255974325-pl8,review,keys agree,0.577,address+phone,nppes,1023664935-pl1,"ESTEE WANG, DMD MS, PLLC",LAKES ORTHODONTICS,4535 HODGSON RD STE 700,55126,651-765-1945,nppes,1255974325-pl8,SMILE DOCTORS OF MINNESOTA PC,,4535 HODGSON RD STE 700,55126,651-765-1945,0
nppes:1023664935-pl1|nppes:1760583231,review,score,0.712,address+nearby+phone,nppes,1023664935-pl1,"ESTEE WANG, DMD MS, PLLC",LAKES ORTHODONTICS,4535 HODGSON RD STE 700,55126,651-765-1945,nppes,1760583231,ALAN B MONTGOMERY ORTHODONTICS,,"4535 HODGSON RD, 700",55126,651-765-1945,0
nppes:1023664935|nppes:1245393230,review,score,0.782,address+nearby+phone,nppes,1023664935,"ESTEE WANG, DMD MS, PLLC",LAKES ORTHODONTICS,1668 COPE AVE E,55109,651-777-7300,nppes,1245393230,"LAKES ORTHODONTIC ASSOCIATES, P.A.",,1668 COPE AVE E,55109,651-777-7300,0
nppes:1023664935|nppes:1255974325-pl4,review,keys agree,0.577,address+phone,nppes,1023664935,"ESTEE WANG, DMD MS, PLLC",LAKES ORTHODONTICS,1668 COPE AVE E,55109,651-777-7300,nppes,1255974325-pl4,SMILE DOCTORS OF MINNESOTA PC,,1668 COPE AVE E,55109,651-777-7300,0
nppes:1023664935|osm:node/11472428069,review,same place,0.500,nearby,nppes,1023664935,"ESTEE WANG, DMD MS, PLLC",LAKES ORTHODONTICS,1668 COPE AVE E,55109,651-777-7300,osm,node/11472428069,Lakes Orthodontics,,,,,83
nppes:1023681152-pl1|nppes:1114333986,distinct,,0.271,address,nppes,1023681152-pl1,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,6936 PINE ARBOR DR S STE 220,55016,651-738-3866,nppes,1114333986,"DRESEN RESTORATIVE DENTISTRY, PA",,"6936 PINE ARBOR DR S, SUITE 210",55016,651-735-1585,0
nppes:1023681152-pl1|nppes:1215673454,distinct,,0.296,address,nppes,1023681152-pl1,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,6936 PINE ARBOR DR S STE 220,55016,651-738-3866,nppes,1215673454,PROPER SLEEP EAST METRO PLLC,,6936 PINE ARBOR DR S STE 210,55016,651-769-1000,0
nppes:1023681152-pl1|nppes:1720647589,distinct,,0.289,address,nppes,1023681152-pl1,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,6936 PINE ARBOR DR S STE 220,55016,651-738-3866,nppes,1720647589,LINDGREN DENTAL CARE PLLC,LINDGREN DENTAL CARE,6936 PINE ARBOR DR S STE 210,55016,651-769-1000,0
nppes:1023681152-pl1|osm:node/12029268611,review,same place,0.500,nearby,nppes,1023681152-pl1,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,6936 PINE ARBOR DR S STE 220,55016,651-738-3866,osm,node/12029268611,Dunn Orthodontics,,,,,65
nppes:1023681152|nppes:1023681152-pl1,review,score,0.750,phone,nppes,1023681152,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,650 COMMERCE DR STE 170,55125,651-738-3866,nppes,1023681152-pl1,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,6936 PINE ARBOR DR S STE 220,55016,651-738-3866,
nppes:1023682507|nppes:1295566628,distinct,,0.302,address,nppes,1023682507,"BRILLIANT DENTISTRY, PLLC",,7727 FLYING CLOUD DR,55344,952-944-2052,nppes,1295566628,"BANURU SHETTY DENTAL GROUP, P.L.L.C",,7727 FLYING CLOUD DR,55344,201-336-0434,0
nppes:1033223581|osm:node/8829958521,auto_merge,score,0.850,nearby+phone,nppes,1033223581,WEST RIVER DENTAL CARE,,4103 E LAKE ST,55406,612-721-2424,osm,node/8829958521,West River Dental Care,,,,+1-612-721-2424,27
nppes:1033307046|nppes:1467640029,review,score,0.781,address+nearby+phone,nppes,1033307046,DOORSTEP HEALTHCARE SERVICES,,5861 CEDAR LAKE RD S,55416,763-541-6000,nppes,1467640029,DOORSTEP DENTAL SERVICES,,5861 CEDAR LAKE RD S,55416,763-541-6000,0
nppes:1033307046|nppes:1619089737,distinct,,0.200,phone,nppes,1033307046,DOORSTEP HEALTHCARE SERVICES,,5861 CEDAR LAKE RD S,55416,763-541-6000,nppes,1619089737,STEPHEN G SINYKIN DDS PA,DOORSTEP DENTAL SERVICE,"715 FLORIDA AVE SO., #206",55426,763-541-6000,1120
nppes:1033385653|nppes:1659028801,distinct,,0.299,nearby,nppes,1033385653,ST PAUL DENTAL CENTER LLC,,"30 7TH ST E, SUITE 101",55101,651-227-6646,nppes,1659028801,CAPITOL DENTAL CENTER PLC,,444 CEDAR ST STE 206,55101,651-222-1201,39
nppes:1033392014|nppes:1083331771,review,keys agree,0.561,address+phone,nppes,1033392014,ROBERT K. PETERSON DDS PA,,"7300 FRANCE AVE S, #110",55435,952-831-0414,nppes,1083331771,GEETA SUKHANI PLLC,,7300 FRANCE AVE S STE 110,55435,952-831-0414,0
nppes:1033451349|nppes:1205008661,distinct,,0.393,address+nearby,nppes,1033451349,METROPOLITAN ENDODONTICS LTD.,,"8401 SEASONS PKWY, SUITE 400",55125,651-735-6334,nppes,1205008661,"WOODBURY ENDODONTICS, LLC",,8401 SEASONS PKWY,55125,651-735-6430,0
nppes:1033840160|nppes:1235322504,review,score,0.616,address+phone,nppes,1033840160,"EMERGENCY DENTAL PROFESSIONALS, LLC",EMERGENCY DENTAL PROFESSIONALS,393 DUNLAP ST N STE 308,55104,651-788-7045,nppes,1235322504,OLSON DENTAL ASSOCIATES,,"393 DUNLAP ST N, SUITE 308",55104,651-788-7045,0
nppes:1033840160|nppes:1508594664,distinct,,0.108,phone,nppes,1033840160,"EMERGENCY DENTAL PROFESSIONALS, LLC",EMERGENCY DENTAL PROFESSIONALS,393 DUNLAP ST N STE 308,55104,651-788-7045,nppes,1508594664,"DR. PARK DENTAL OFFICE 1, LLC",CLEAR LAKES DENTAL,1550 WHITE BEAR AVE N,55106,651-788-7045,10502
nppes:1033840160|nppes:1689748295,distinct,,0.258,address,nppes,1033840160,"EMERGENCY DENTAL PROFESSIONALS, LLC",EMERGENCY DENTAL PROFESSIONALS,393 DUNLAP ST N STE 308,55104,651-788-7045,nppes,1689748295,"WAYNEWOOD & ASSOCIATES, P.A.",,393 DUNLAP ST N STE 650,55104,651-647-9697,0
nppes:1043095771|nppes:1457979031,distinct,,0.200,nearby,nppes,1043095771,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",PEARSON ORTHODONTICS,7450 FRANCE AVE S STE 270,55435,952-926-2551,nppes,1457979031,CENTENNIAL LAKES ORTHODONTICS PLLC,,7373 FRANCE AVE S STE 400,55435,952-831-1324,97
nppes:1043265481|nppes:1548818560,distinct,,0.308,address,nppes,1043265481,NORTHSTAR DENTAL CLINIC PA,,"675 E NICOLLET BLVD, SUITE 120",55337,952-892-7700,nppes,1548818560,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS ORTHODONTICS BURNSVILLE EAST,675 E NICOLLET BLVD STE 120,55337,952-241-5890,0
nppes:1043265481|nppes:1821498858,auto_merge,score,0.950,address+nearby+phone,nppes,1043265481,NORTHSTAR DENTAL CLINIC PA,,"675 E NICOLLET BLVD, SUITE 120",55337,952-892-7700,nppes,1821498858,SARAH L CARLSON DDS PA,NORTHSTAR DENTAL CLINIC,675 E NICOLLET BLVD STE 120,55337,952-892-7700,0
nppes:1043265481|nppes:1841803723-pl1,distinct,,0.293,address,nppes,1043265481,NORTHSTAR DENTAL CLINIC PA,,"675 E NICOLLET BLVD, SUITE 120",55337,952-892-7700,nppes,1841803723-pl1,ALL ABOUT DENTISTRY,,675 E NICOLLET BLVD STE 120,55337,612-843-2951,0
nppes:1043265481|nppes:1891079851,auto_merge,score,0.950,address+nearby+phone,nppes,1043265481,NORTHSTAR DENTAL CLINIC PA,,"675 E NICOLLET BLVD, SUITE 120",55337,952-892-7700,nppes,1891079851,"BURNSVILLE DENTAL, P.A.",NORTHSTAR DENTAL CLINIC,675 E NICOLLET BLVD STE 120,55337,952-892-7700,0
nppes:1043300262|nppes:1982961942,review,same place,0.593,address+nearby,nppes,1043300262,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS LTD,14605 GLAZIER AVE. S.,55124,952-432-1103,nppes,1982961942,"ORTHODONTIC CARE SPECIALISTS, PLLC",,14605 GLAZIER AVE,55124,952-891-8635,0
nppes:1043355225|nppes:1164803177,distinct,,0.257,address,nppes,1043355225,MICHAEL J HARRISON DDS PA,,"1421 EAST WAYZATA BLVD, SUITE 320",55391,952-475-2907,nppes,1164803177,FAMILY AND COSMETIC GENTLE DENTISTRY,,"1421 WAYZATA BLVD, SUITE 320",55391,952-224-9774,0
nppes:1043355225|nppes:1720413263,review,keys agree,0.581,address+phone,nppes,1043355225,MICHAEL J HARRISON DDS PA,,"1421 EAST WAYZATA BLVD, SUITE 320",55391,952-475-2907,nppes,1720413263,EXCEL DENTISTRY PLLC,,"1421 WAYZATA BLVD, SUITE 320",55391,952-475-2907,0
nppes:1043355225|nppes:1861507329,distinct,,0.342,address,nppes,1043355225,MICHAEL J HARRISON DDS PA,,"1421 EAST WAYZATA BLVD, SUITE 320",55391,952-475-2907,nppes,1861507329,MARK F SOUERS DDS PA,MARK F SOUERS DDS,"1421 WAYZATA BLVD, SUITE #325",55391,952-476-6655,0
nppes:1043365208|nppes:1407970973,distinct,,0.264,address,nppes,1043365208,"GROUP HEALTH, INC.",HEALTHPARTNERS MAPLEWOOD DENTAL CLINIC,2165 WHITE BEAR AVE N,55109,651-770-8828,nppes,1407970973,OCG LTD,ORTHODONTIC CARE SPECIALISTS,2165 WHITE BEAR AVE N,55109,651-748-0098,0
nppes:1043365992|nppes:1386489318,review,score,0.775,address+nearby+phone,nppes,1043365992,"ARNOLD ORTHODONTICS, PA","THOMAS G. ARNOLD, DDS, MS",10920 175TH CT W,55044,952-892-5300,nppes,1386489318,"DENTALIGN, PA",TC ORTHODONTICS,10920 175TH COURT W,55044,952-892-5300,0
nppes:1043365992|osm:way/1163631265,review,same place,0.591,address+nearby,nppes,1043365992,"ARNOLD ORTHODONTICS, PA","THOMAS G. ARNOLD, DDS, MS",10920 175TH CT W,55044,952-892-5300,osm,way/1163631265,Arnold Orthodontics,,10920 175th Court West,55044,,89
nppes:1043429970|nppes:1073063103,review,same place,0.518,address+nearby,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,0
nppes:1043429970|nppes:1083676944,distinct,,0.267,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,0
nppes:1043429970|nppes:1104272939,distinct,,0.267,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1104272939,DONALD CLAUSEN DDS MS PA,,"825 NICOLLET MALL, STE 825",55402,612-338-5420,0
nppes:1043429970|nppes:1346649712,distinct,,0.333,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1346649712,IVORY DENTAL,,825 NICOLLET MALL STE 505,55402,612-338-8636,0
nppes:1043429970|nppes:1447372859,distinct,,0.313,address,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,nppes,1447372859,SCOTT R. KOIDAHL DDS PA,DOWNTOWN DENTAL ASSOCIATES,"825 NICOLLET MALL, SUITE 731",55402,612-339-5808,0
