pair_key,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1053791319|nppes:1184701898,nppes,1053791319,LING FAMILY DENTISTRY,,10945 ULYSSES ST NE,55434,763-784-1993,nppes,1184701898,"LING FAMILY DENTISTRY, P.A.",,7766 HIGHWAY 65 NE,55432,763-784-1993,6690
nppes:1104569839|osm:node/6611097229,nppes,1104569839,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS ST LOUIS PARK,4959 EXCELSIOR BLVD STE 200,55416,952-920-8774,osm,node/6611097229,Metro Dentalcare,,"4959 Excelsior Boulevard, 200",55416,+1-952-920-8774,109
nppes:1467870303|nppes:1679765929,nppes,1467870303,PAUL BOETTNER DDS PLLC,,1485 COUNTY ROAD 101 N,55447,763-476-6774,nppes,1679765929,PAUL BOETTNER D.D.S. PLLC,BAY CREEK DENTAL,"1495 COUNTY ROAD 101 N, SUITE 2",55447,763-476-6774,16
nppes:1356854442-pl10|nppes:1356854442-pl13,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,nppes,1356854442-pl13,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,8980 HUDSON BLVD N,55042,651-351-7777,12071
nppes:1043265481|nppes:1891079851,nppes,1043265481,NORTHSTAR DENTAL CLINIC PA,,"675 E NICOLLET BLVD, SUITE 120",55337,952-892-7700,nppes,1891079851,"BURNSVILLE DENTAL, P.A.",NORTHSTAR DENTAL CLINIC,675 E NICOLLET BLVD STE 120,55337,952-892-7700,0
nppes:1467515460|nppes:1992820153,nppes,1467515460,"NEIL R. COVIN, D.D.S., P.A.",,3401 WOODDALE AVE S,55416,952-920-9209,nppes,1992820153,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS,3401 WOODDALE AVE S,55416,952-920-1373,0
nppes:1356854442-pl2|nppes:1831509827,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,nppes,1831509827,METROPOLITAN STATE UNIVERSITY,MERTOPOLITAN STATE UNIVERSITY DENTAL CLINIC,"1670 BEAM AVE, #203",55109,651-621-8840,0
nppes:1689732133|nppes:1881841021,nppes,1689732133,"PDG,P.A.",PARK DENTAL,"4670 PARK NICOLLET AVE SE, SUITE 100",55372,952-447-7606,nppes,1881841021,NORTHLAND DENTAL PARTNERS PLLC,METRO DENTALCARE,4670 PARK NICOLLET AVE SE,55372,952-447-7606,
nppes:1740340561|nppes:1982767125,nppes,1740340561,"STEPHEN W. ROBINSON, DDS, PA",,"3475 PLYMOUTH BLVD, SUITE 300",55447,763-546-6700,nppes,1982767125,JEANNE L BARSS DDS MS PA,JEANNE L BARSS DDS MS,"3475 PLYMOUTH BLVD, ST 200",55447,763-694-6158,0
nppes:1174045975|nppes:1619041969,nppes,1174045975,"THE DENTAL SPECIALISTS OF MINNESOTA, PLLC",TWIN CITIES ENDODONTICS SPECIALIST PA,4640 NICOLS RD STE 202,55122,651-994-1344,nppes,1619041969,"DOUGLAS M BAUER DDS,PA",OAK CLIFF DENTAL CARE,"4640 NICOLS RD, SUITE 100",55122,651-454-1414,0
nppes:1083676944|nppes:1861138133,nppes,1083676944,DANIEL O ODEGAARD DDS PA,,"825 NICOLLET MALL, STE 1001",55402,612-332-2618,nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",55402,612-339-5593,0
nppes:1710108022|nppes:1770702714,nppes,1710108022,LAND OF LAKES ENDODONTICS PA,,2850 CURVE CREST BLVD W STE 115,55082,651-439-8764,nppes,1770702714,"GOSSAI & KNUTSON, DDS, PA",SOUTHILL DENTAL GROUP PA,"2850 CURVE CREST BLVD W, SUITE 200",55082,651-439-9400,0
nppes:1134547730|nppes:1700589264,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1700589264,ADVANCED RECONSTRUCTIVE DENTISTRY PLLC,,6545 FRANCE AVE S STE 680,55435,952-922-5326,0
nppes:1073327995|nppes:1861463465,nppes,1073327995,BBCCS PLLC,CREEKVIEW DENTAL,2145 WOODLANE DR STE 104,55125,651-738-8204,nppes,1861463465,CREEKVIEW DENTAL PA,,"2145 WOODLANE DR, SUITE 104",55125,651-738-8204,0
nppes:1275704520|nppes:1710358379,nppes,1275704520,DENTAL DELLIVERY SYSTEMS BROOKLYN PARK PA,THE SMILE CENTER,7532 BROOKLYN BLVD,55443,763-263-2222,nppes,1710358379,"MODERN DENTAL PROFESSIONALS, MN PC",MIDWEST DENTAL,7532 BROOKLYN BLVD,55443,763-280-5737,0
nppes:1942018825|osm:node/6829122522,nppes,1942018825,ISLES DENTAL PLLC,,2534 HENNEPIN AVE,55405,612-374-4321,osm,node/6829122522,Isles Dental,,2534 Hennepin Avenue South,,+1-612-374-4321,31
nppes:1033223581|osm:node/8829958521,nppes,1033223581,WEST RIVER DENTAL CARE,,4103 E LAKE ST,55406,612-721-2424,osm,node/8829958521,West River Dental Care,,,,+1-612-721-2424,27
nppes:1013517093|nppes:1104193762,nppes,1013517093,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALIST ORTHODONTICS WOODBURY,10150 CITY WALK DR APT C,55129,651-268-2992,nppes,1104193762,MINNEAPOLIS-ST.PAUL ENDODONTICS,,10150 CITY WALK DR STE C,55129,651-714-7111,0
nppes:1073862819|nppes:1639214547,nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,55431,952-884-7706,nppes,1639214547,DR RICHARD E BRIMACOMB,,"8900 PENN AVE S, #112",55431,952-888-1311,0
nppes:1508080532|nppes:1649318619,nppes,1508080532,"STONE CREEK DENTAL, P.A.",,"7935 STONE CREEK DR, STE. 150",55317,952-937-2839,nppes,1649318619,"RICHARD C AXEL. DDS, PA",,"7935 STONE CREEK DR, #150",55317,952-937-2839,0
nppes:1477170108-pl1|nppes:1477170108-pl4,nppes,1477170108-pl1,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,11800 SINGLETREE LN STE 200,55344,952-903-9484,nppes,1477170108-pl4,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,40 S 7TH ST STE 220,55402,952-903-9484,18062
nppes:1356854442-pl1|nppes:1356854442-pl9,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,15217
nppes:1356854442|nppes:1689842841,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1689842841,"ST. CROIX VALLEY DENTAL, PLLC",NORTHERN ORTHODONTICS,13961 60TH ST N,55082,651-351-7777,37873
nppes:1477170108-pl1|nppes:1881783405,nppes,1477170108-pl1,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,11800 SINGLETREE LN STE 200,55344,952-903-9484,nppes,1881783405,"METROPOLITAN ENDODONTICS, LTD.",,"11800 SINGLETREE LN, SUITE 300",55344,952-996-0806,0
nppes:1104977222|osm:node/3215276672,nppes,1104977222,MINNEHAHA FALL FAMILY DENTAL,JAKUBAS DENTAL,4554 MINNEHAHA AVE,55406,612-721-3012,osm,node/3215276672,Jakubas Dental Clinic,,4554 Minnehaha Avenue,55406,,61
nppes:1285691220|nppes:1801982111,nppes,1285691220,SOUTHDALE DENTAL ASSOCIATES,,"7373 FRANCE AVE S, STE 600",55435,952-896-1111,nppes,1801982111,CENTENNIAL LAKES DENTAL GROUP,,7373 FRANCE AVE S STE 500,55435,952-831-2800,0
nppes:1477690279|osm:way/460383876,nppes,1477690279,DR. BRUCE E. BRANDSNESS P.A.,,2267 LOUISIANA AVE S,55426,952-546-2564,osm,way/460383876,Brandsness & Krumholz,,2267 Louisiana Avenue South,55426,,41
nppes:1245722297|nppes:1508932344,nppes,1245722297,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS- ORTHODONTICS,40 W NICOLLET BLVD,55337,952-241-2496,nppes,1508932344,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,40 W NICOLLET BLVD,55337,952-929-4458,0
nppes:1780790881|nppes:1952468654,nppes,1780790881,TONKA SMILES,AXEL BERGSTEDT AND JOHNSON PA,"11601 MINNETONKA MILLS RD, STE D40",55305,952-938-8533,nppes,1952468654,BLUE RIDGE DENTAL CENTER PA,,"11601 MINNETONKA MILLS RD, SUITE D",55305,952-938-8858,0
nppes:1104272939|nppes:1649867334,nppes,1104272939,DONALD CLAUSEN DDS MS PA,,"825 NICOLLET MALL, STE 825",55402,612-338-5420,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,0
nppes:1063768687|nppes:1245973817,nppes,1063768687,BLAINE DENTAL LLC DBA PRO DENTAL,,"10210 BALTIMORE ST NE, SUITE 100",55449,763-231-2050,nppes,1245973817,DENTAL MANAGEMENT PARTNERS LLC,PRO DENTAL,10210 BALTIMORE ST NE STE 100,55449,763-231-2050,0
nppes:1356854442-pl9|nppes:1457064800,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,38264
nppes:1073862819|nppes:1265589642,nppes,1073862819,KENNETH B WEDDELL PLLC,,8900 PENN AVE S STE 211,55431,952-884-7706,nppes,1265589642,KUIPERS ORTHODONTICS,,"8900 PENN AVE S, SUITE 216",55431,952-884-9161,0
nppes:1033307046|nppes:1619089737,nppes,1033307046,DOORSTEP HEALTHCARE SERVICES,,5861 CEDAR LAKE RD S,55416,763-541-6000,nppes,1619089737,STEPHEN G SINYKIN DDS PA,DOORSTEP DENTAL SERVICE,"715 FLORIDA AVE SO., #206",55426,763-541-6000,1120
nppes:1194997783|nppes:1447860523,nppes,1194997783,DR ALAN RUSSELL PLC,,2010 27TH AVE S,55406,612-336-8478,nppes,1447860523,MODERN DENTAL PROFESSIONALS MINNESOTA PC,MIDWEST DENTAL - SEWARD,2010 27TH AVE S,55406,612-336-8478,0
nppes:1134446370|nppes:1255249470,nppes,1134446370,BRITE DENTAL MINNESOTA P.C.,,334 EAST LAKE ST.,55408,708-439-4655,nppes,1255249470,WHAT IF I AM A SURROGATE OF THE ORGANIZATION,,334 E LAKE ST STE 104,55408,612-910-1131,0
nppes:1699267633|osm:way/1021270932,nppes,1699267633,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS- ORTHODONTICS,1150 HAZELTINE BLVD,55318,952-241-5860,osm,way/1021270932,The Dental Specialists Orthodontics,,1150 Hazeltine Boulevard,55318,,283
nppes:1073063103|nppes:1649867334,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,0
nppes:1225285208|nppes:1790014777,nppes,1225285208,DR. HOWARD E. OLSON PA,,15870 FRANKLIN TRL SE,55372,952-447-4463,nppes,1790014777,OLSON DENTAL LLC,,"15870 FRANKLIN TRL SE, SUITE 200",55372,952-447-4463,0
nppes:1093842841|nppes:1659543320,nppes,1093842841,PEIXIN LIU DDS,FAMILY DENTAL CARE,"2407 109TH AVENUE, SUITE 240",55449,763-783-8200,nppes,1659543320,PEIXIN LIU DDS,FAMILY DENTAL CARE,"2407 109TH AVENUE, SUITE 240",55449,763-783-8200,0
nppes:1477170108|nppes:1710086459,nppes,1477170108,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,250 FULLER ST S STE 100,55379,952-903-9484,nppes,1710086459,O'BRIEN DENTAL CARE,,"250 FULLER ST S, SUITE 250",55379,952-445-6657,0
nppes:1124192208|nppes:1134507718,nppes,1124192208,"CITY OF LAKES DENTAL, P.A.",,5524 NICOLLET AVE,55419,612-823-1816,nppes,1134507718,DJCM PLLC,,5524 NICOLLET AVE,55419,612-823-1816,0
nppes:1760837041|osm:node/12272163248,nppes,1760837041,FAMILY AND COSMETIC GENTLE DENTISTRY,FAMILY AND COSMETIC GENTLE DENTISTRY,5107 GUS YOUNG LN,55436,952-929-0641,osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,55436,,54
nppes:1669199741|nppes:1861138133,nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",55402,612-332-0869,nppes,1861138133,DOWNTOWN PERIODONTICS AND IMPLANT DENTISTRY,,"825 NICOLLET MALL, SUITE 725",55402,612-339-5593,0
nppes:1437580818|osm:way/527997535,nppes,1437580818,BRITE SMILES DENTAL CARE,,8977 HUNTERS WAY,55124,952-891-8484,osm,way/527997535,Brite Smile Dental Care,,8977 Hunters Way,55124,,319
nppes:1265589642|nppes:1740455773,nppes,1265589642,KUIPERS ORTHODONTICS,,"8900 PENN AVE S, SUITE 216",55431,952-884-9161,nppes,1740455773,BISMILLAH DENTAL CARE PLLC,,"8900 PENN AVE S, SUITE 202",55431,952-888-1861,0
nppes:1467640029|nppes:1619089737,nppes,1467640029,DOORSTEP DENTAL SERVICES,,5861 CEDAR LAKE RD S,55416,763-541-6000,nppes,1619089737,STEPHEN G SINYKIN DDS PA,DOORSTEP DENTAL SERVICE,"715 FLORIDA AVE SO., #206",55426,763-541-6000,1120
nppes:1700975216|nppes:1992915649,nppes,1700975216,"GROUP HEALTH PLAN, INC.",THREE RIVERS ORTHODONTICS,1395 CURVE CREST BLVD,55082,651-439-1966,nppes,1992915649,"GROUP HEALTH PLAN, INC",THREE RIVERS DENTAL CARE,1395 CURVE CREST BLVD W,55082,651-430-0036,
nppes:1891443263|osm:node/11988962361,nppes,1891443263,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE WOODBURY,429 COMMERCE DR STE 400,55125,651-731-2342,osm,node/11988962361,Metro Dentalcare Woodbury,,"429 Commerce Drive, 400",55125,,
nppes:1447961750|nppes:1699601310,nppes,1447961750,APPLE TREE DENTAL,,2232 HENNEPIN AVE,55405,612-377-6108,nppes,1699601310,"ONYX DENTAL, PLLC",,2232 HENNEPIN AVE,55405,612-749-3314,0
nppes:1023681152-pl1|nppes:1114333986,nppes,1023681152-pl1,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,6936 PINE ARBOR DR S STE 220,55016,651-738-3866,nppes,1114333986,"DRESEN RESTORATIVE DENTISTRY, PA",,"6936 PINE ARBOR DR S, SUITE 210",55016,651-735-1585,0
nppes:1073063103|nppes:1982775235,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",55402,612-332-0869,0
nppes:1407309784|nppes:1790922854,nppes,1407309784,HENSELER ORTHODONTICS,,"1000 RADIO DR, SUITE 220",55125,651-739-1555,nppes,1790922854,"ART & SCIENCE FAMILY DENTISTRY, PA","KINNEY & MUSSER DDS, PA",1000 RADIO DRIVE SUITE 240,55125,651-739-1894,0
nppes:1447350509|nppes:1861140501,nppes,1447350509,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS RICHFIELD,6601 LYNDALE AVE S STE 240,55423,612-861-9123,nppes,1861140501,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ENDODONTICS,6601 LYNDALE AVE S STE 230A,55423,612-638-1206,0
nppes:1134862865|nppes:1669817557,nppes,1134862865,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS MIDWAY - ST. PAUL,1375 SAINT ANTHONY AVE,55104,651-286-8153,nppes,1669817557,"ORTHODONTIC CARE SPECIALISTS, PLLC",ORTHODONTIC CARE SPECIALISTS,1375 SAINT ANTHONY AVE,55104,651-286-8153,0
nppes:1326044538|nppes:1407008477,nppes,1326044538,SOUTHDALE PERIODONTICS,,"6545 FRANCE AVE S, STE 190",55435,952-922-6949,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,0
nppes:1003245333|nppes:1659670362,nppes,1003245333,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,1109 MOORE LAKE DR E,55432,763-571-9990,nppes,1659670362,NORTHERN ORTHODONTICS,,1109 EAST MOORE LAKE DRIVE,55432,651-439-2600,0
nppes:1043715204|nppes:1043715204-pl1,nppes,1043715204,"MINNESOTA DENTAL PROFESSIONALS, P.C.",PILOT KNOB DENTAL CARE,16138 PILOT KNOB RD,55044,952-679-7779,nppes,1043715204-pl1,"MINNESOTA DENTAL PROFESSIONALS, P.C.",PILOT KNOB DENTAL CARE,16138 PILOT KNOB RD,55044,612-354-8875,0
nppes:1477170108-pl3|nppes:1477170108-pl4,nppes,1477170108-pl3,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,7533 EGAN DR,55378,952-903-9484,nppes,1477170108-pl4,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,40 S 7TH ST STE 220,55402,952-903-9484,26963
nppes:1700940343|nppes:1841323110,nppes,1700940343,LAKE MINNETONKA ORTHDONTICS,,11601 MINNETONKA MILLS RD,55305,952-938-1443,nppes,1841323110,SWANSON & WALMAN PA,PETER L WALMAN DDS,11601 MINNETONKA MILLS RD,55305,952-933-6060,0
nppes:1356854442|nppes:1821690496,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1356854442-pl10|nppes:1356854442-pl5,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,33927
nppes:1649424904|nppes:1962645051,nppes,1649424904,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7149 FRANCE AVE S,55435,651-450-7273,nppes,1962645051,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,1745 N FRONTAGE RD,55033,651-450-7273,37659
nppes:1013933381-pl1|nppes:1013933381-pl3,nppes,1013933381-pl1,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,15000 MYSTIC CENTER DRIVE,55372,952-233-2886,nppes,1013933381-pl3,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,SHAKOPEE DAKOTA CLINIC,2705 WOZANI OCANKU NW,55372,952-233-2886,
nppes:1326284597|nppes:1720415896,nppes,1326284597,MAHTOMEDI DENTAL CLINIC,,814 MAHTOMEDI AVE,55115,651-426-0011,nppes,1720415896,MAHTOMEDI FAMILY DENTAL,,814 MAHTOMEDI AVE,55115,651-426-0011,0
