osm_key,nppes_key,pass1,pass2,label,reason
osm:node/12029268613,nppes:1215673454,same,different,different,adjudicated: rule 2c; Proper Sleep East Metro names a different business even with Lindgren's suite and phone
osm:node/12029268613,nppes:1427623966,different,different,different,different name 76 m away
osm:node/12029268613,nppes:1720647589,same,same,same,Lindgren Dental Care 63 m away
osm:node/12030487427,nppes:1255491866,different,different,different,general dentist; OSM names periodontists
osm:node/12030487427,nppes:1447193297-pl1,different,different,different,different name 99 m away
osm:node/12030487427,nppes:1578211991,different,different,different,different name 138 m away
osm:node/12030487427,nppes:1801068358,different,different,different,different name 99 m away
osm:node/12032201393,nppes:1255491866,different,different,different,different name 180 m away
osm:node/12032201393,nppes:1316913411,different,different,different,Metro Dentalcare in Lakeville; OSM is in Cottage Grove
osm:node/12032201393,nppes:1447193297-pl1,different,different,different,different name 220 m away
osm:node/12032201393,nppes:1497403810,different,different,different,Metro Dentalcare in Brooklyn Center; OSM is in Cottage Grove
osm:node/12032201393,nppes:1578211991,same,same,same,Metro Dentalcare Cottage Grove 54 m away
osm:node/12032201393,nppes:1689324311,different,different,different,Metro Dentalcare in Maple Grove; OSM is in Cottage Grove
osm:node/12032201393,nppes:1801068358,different,different,different,different name 220 m away
osm:node/12032201393,nppes:1881841021,different,different,different,Metro Dentalcare in Prior Lake; OSM is in Cottage Grove
osm:node/12032201393,nppes:1891443263,different,different,different,Metro Dentalcare in Woodbury; OSM is in Cottage Grove
osm:node/12032201394,nppes:1255491866,different,different,different,different name 157 m away
osm:node/12032201394,nppes:1447193297-pl1,different,different,different,different name 198 m away
osm:node/12032201394,nppes:1578211991,different,different,different,Metro Dentalcare 62 m away; OSM names Park Dental
osm:node/12032201394,nppes:1689732133,different,different,different,Park Dental in Prior Lake; OSM is in Cottage Grove
osm:node/12032201394,nppes:1801068358,different,different,different,different name 198 m away
osm:node/12032201394,nppes:1841417003,different,different,different,different name in Chaska
osm:node/12032201395,nppes:1255491866,different,different,different,different name 168 m away
osm:node/12032201395,nppes:1447193297-pl1,different,different,different,different name 209 m away
osm:node/12032201395,nppes:1578211991,different,different,different,Metro Dentalcare 57 m away; OSM names Woodgrove Dental
osm:node/12032201395,nppes:1801068358,different,different,different,different name 209 m away
osm:node/12099767280,nppes:1528182342,different,different,different,different name and address
osm:node/12099767280,nppes:1780764993,same,same,same,same address and phone; Bomstad
osm:node/12124640947,nppes:1164758199,same,same,same,same address suite and phone; DBA Boger Dental
osm:node/12124640947,nppes:1750563227,different,different,different,different name and address
osm:node/12134351514,nppes:1023681152,different,different,different,different name; location unknown
osm:node/12134351514,nppes:1073376331,different,different,different,different name and phone
osm:node/12134351514,nppes:1790905966,same,same,same,same address and phone; Zirbel orthodontics
osm:node/12138867368,nppes:1083789929,different,different,different,different name 82 m away
osm:node/12138867368,nppes:1194885491,same,same,same,50th and France Dental Care 81 m away
osm:node/12138867368,nppes:1447506571,different,different,different,orthodontist; different name
osm:node/12138867368,nppes:1548926876,different,different,different,different name 93 m away
osm:node/12138867368,nppes:1578858643,different,different,different,different name 130 m away
osm:node/12138867368,nppes:1821199852,different,different,different,different name 81 m away
osm:node/12138867368,nppes:1962127464,different,different,different,endodontist; different name
osm:node/12138867368,nppes:1992706550,different,different,different,different name 82 m away
osm:node/12138867396,nppes:1083789929,different,different,different,different name 64 m away
osm:node/12138867396,nppes:1194885491,different,different,different,different name 57 m away
osm:node/12138867396,nppes:1447506571,different,different,different,orthodontist; different name
osm:node/12138867396,nppes:1548926876,same,same,same,DBA Anderson Dentalcare 65 m away
osm:node/12138867396,nppes:1578858643,different,different,different,different name 101 m away
osm:node/12138867396,nppes:1821199852,different,different,different,different name 57 m away
osm:node/12138867396,nppes:1962127464,different,different,different,endodontist; different name
osm:node/12138867396,nppes:1992706550,different,different,different,different name 64 m away
osm:node/12139088878,nppes:1083789929,same,same,same,same suite and phone; practice renamed Halsa Edina Dental
osm:node/12139088878,nppes:1194885491,different,different,different,different suite name and phone
osm:node/12139088878,nppes:1447506571,different,different,different,different suite name and phone
osm:node/12139088878,nppes:1548926876,different,different,different,different address name and phone
osm:node/12139088878,nppes:1578858643,different,different,different,different address name and phone
osm:node/12139088878,nppes:1821199852,different,different,different,different suite name and phone
osm:node/12139088878,nppes:1962127464,different,different,different,different suite name and phone
osm:node/12139088878,nppes:1992706550,different,different,different,different suite name and phone
osm:node/12139088880,nppes:1083789929,different,different,different,Edina 5-O Dental is not Edina Dental Care
osm:node/12139088880,nppes:1194885491,different,different,different,different name 78 m away
osm:node/12139088880,nppes:1447506571,different,different,different,orthodontist; different name
osm:node/12139088880,nppes:1548926876,different,different,different,different name 90 m away
osm:node/12139088880,nppes:1578858643,different,different,different,different name 128 m away
osm:node/12139088880,nppes:1821199852,different,different,different,different name 78 m away
osm:node/12139088880,nppes:1962127464,different,different,different,endodontist; different name
osm:node/12139088880,nppes:1992706550,different,different,different,different name 78 m away
osm:node/12139088881,nppes:1083789929,different,different,different,different name 74 m away
osm:node/12139088881,nppes:1194885491,different,different,different,different name 73 m away
osm:node/12139088881,nppes:1447506571,different,different,different,orthodontist; different name
osm:node/12139088881,nppes:1548926876,different,different,different,different name 85 m away
osm:node/12139088881,nppes:1578858643,different,different,different,different name 123 m away
osm:node/12139088881,nppes:1821199852,different,different,different,different name 73 m away
osm:node/12139088881,nppes:1962127464,same,same,same,Edina Endodontics 73 m away
osm:node/12139088881,nppes:1992706550,different,different,different,different name 74 m away
osm:node/12139088883,nppes:1083789929,different,different,different,different name 74 m away
osm:node/12139088883,nppes:1194885491,different,different,different,different name 78 m away
osm:node/12139088883,nppes:1447506571,same,same,same,DBA Edina Orthodontic Associates 78 m away
osm:node/12139088883,nppes:1548926876,different,different,different,different name 91 m away
osm:node/12139088883,nppes:1578858643,different,different,different,different name near 50th and France
osm:node/12139088883,nppes:1821199852,different,different,different,different name near 50th and France
osm:node/12139088883,nppes:1962127464,different,different,different,different name near 50th and France
osm:node/12139088883,nppes:1992706550,different,different,different,different name near 50th and France
osm:node/12139088886,nppes:1083789929,different,different,different,none at 3801 W 50th St; different names
osm:node/12139088886,nppes:1194885491,different,different,different,none at 3801 W 50th St; different names
osm:node/12139088886,nppes:1447506571,different,different,different,none at 3801 W 50th St; different names
osm:node/12139088886,nppes:1548926876,different,different,different,none at 3801 W 50th St; different names
osm:node/12139088886,nppes:1578858643,different,different,different,none at 3801 W 50th St; different names
osm:node/12139088886,nppes:1821199852,different,different,different,none at 3801 W 50th St; different names
osm:node/12139088886,nppes:1962127464,different,different,different,none at 3801 W 50th St; different names
osm:node/12139088886,nppes:1992706550,different,different,different,none at 3801 W 50th St; different names
osm:node/12139116012,nppes:1083789929,different,different,different,different suite name and phone
osm:node/12139116012,nppes:1194885491,different,different,different,different suite name and phone
osm:node/12139116012,nppes:1447506571,different,different,different,different suite name and phone
osm:node/12139116012,nppes:1548926876,different,different,different,different suite name and phone
osm:node/12139116012,nppes:1578858643,different,different,different,different suite name and phone
osm:node/12139116012,nppes:1821199852,different,different,different,different suite name and phone
osm:node/12139116012,nppes:1962127464,different,different,different,different suite name and phone
osm:node/12139116012,nppes:1992706550,same,same,same,same suite; Heidi Brandenburg DDS; phones differ
osm:node/12139116040,nppes:1083789929,different,different,different,different address and name
osm:node/12139116040,nppes:1194885491,different,different,different,different address and name
osm:node/12139116040,nppes:1447506571,different,different,different,different address and name
osm:node/12139116040,nppes:1548926876,different,different,different,different address and name
osm:node/12139116040,nppes:1578858643,same,same,same,same suite; DBA Smiles at France
osm:node/12139116040,nppes:1821199852,different,different,different,different address and name
osm:node/12139116040,nppes:1962127464,different,different,different,different address and name
osm:node/12139116040,nppes:1992706550,different,different,different,different address and name
osm:node/12167155731,nppes:1023681152,different,different,different,different name; location unknown
osm:node/12167155731,nppes:1578505152-pl2,different,different,different,different name; location unknown
osm:node/12167155731,nppes:1578505152-pl4,different,different,different,different name; location unknown
osm:node/12167155731,nppes:1730271081,different,different,different,Linden Hills Dentistry 43 m away; different name
osm:node/12188536946,nppes:1184829509,different,different,different,Lake Street Dental 22 m away; different name
osm:node/12188536946,nppes:1861587842,different,different,different,different name 115 m away
osm:node/12272163248,nppes:1174600621,different,different,different,different address and name
osm:node/12272163248,nppes:1356586804,different,different,different,different address and name
osm:node/12272163248,nppes:1396089298,different,different,different,different address and name
osm:node/12272163248,nppes:1437847654,different,different,different,different address and name
osm:node/12272163248,nppes:1760837041,same,same,same,same address; Gentle Dentistry matches
osm:node/12272163248,nppes:1912303777,different,different,different,different name and address
osm:node/12272163248,nppes:1952399685,different,different,different,different street 179 m away; OSM gives Gus Young Lane
osm:node/12335479796,nppes:1023681152,different,different,different,different name; location unknown
osm:node/12335479796,nppes:1174600621,different,different,different,different practice and phone
osm:node/12335479796,nppes:1356586804,same,same,same,same suite and phone as Pan Orthodontics
osm:node/12335479796,nppes:1396089298,same,same,same,same phone 49 m away; Pan Orthodontic Clinics
osm:node/12335479796,nppes:1437847654,different,different,different,different practice and phone
osm:node/12335479796,nppes:1578505152-pl2,different,different,different,different name in Hugo
osm:node/12335479796,nppes:1578505152-pl4,different,different,different,different name in Hugo
osm:node/12335479796,nppes:1760837041,different,different,different,different name and phone
osm:node/12335479796,nppes:1912303777,different,different,different,different name and phone
osm:node/12335479796,nppes:1952399685,different,different,different,different name and phone
osm:node/12335504029,nppes:1174600621,same,same,same,same phone 65 m away; names match
osm:node/12335504029,nppes:1356586804,different,different,different,different suite name and phone
osm:node/12335504029,nppes:1396089298,different,different,different,different suite name and phone
osm:node/12335504029,nppes:1437847654,same,same,same,same phone 65 m away; names match
osm:node/12335504029,nppes:1760837041,different,different,different,different name and phone
osm:node/12335504029,nppes:1912303777,different,different,different,different name and phone
osm:node/12335504029,nppes:1952399685,different,different,different,different name and phone
osm:node/12353177688,nppes:1063512234,different,different,different,different name 132 m away
osm:node/12353177688,nppes:1447350509,different,different,different,different name 132 m away
osm:node/12353177688,nppes:1518616614,different,different,different,different name 132 m away
osm:node/12353177688,nppes:1598865651,different,different,different,different name 132 m away
osm:node/12353177688,nppes:1639815434,different,different,different,different name 132 m away
osm:node/12353177688,nppes:1679673867,different,different,different,different name 132 m away
osm:node/12353177688,nppes:1720188998,different,different,different,different name 132 m away
osm:node/12353177688,nppes:1861140501,different,different,different,different name 132 m away
osm:node/12516572195,nppes:1053791319,different,different,different,different name 186 m away
osm:node/12516572195,nppes:1982007803,same,same,same,same address and suite; names match
osm:node/12569712465,nppes:1033351457,different,different,different,different downtown practice
osm:node/12569712465,nppes:1043429970,different,different,different,different downtown practice
osm:node/12569712465,nppes:1073063103,different,different,different,different downtown practice
osm:node/12569712465,nppes:1083676944,different,different,different,different downtown practice
osm:node/12569712465,nppes:1104272939,different,different,different,different downtown practice
osm:node/12569712465,nppes:1124677133,different,different,different,different downtown practice
osm:node/12569712465,nppes:1164040457,different,different,different,different downtown practice
osm:node/12569712465,nppes:1346649712,different,different,different,different downtown practice
osm:node/12569712465,nppes:1447372859,different,different,different,different downtown practice
osm:node/12569712465,nppes:1477170108-pl4,different,different,different,different downtown practice
osm:node/12569712465,nppes:1538830005,different,different,different,different downtown practice
osm:node/12569712465,nppes:1649867334,different,different,different,different downtown practice
osm:node/12569712465,nppes:1659039444,different,different,different,different downtown practice
osm:node/12569712465,nppes:1669199741,different,different,different,different downtown practice
osm:node/12569712465,nppes:1689741787,different,different,different,different downtown practice
osm:node/12569712465,nppes:1821746249,different,different,different,different downtown practice
osm:node/12569712465,nppes:1841656410,different,different,different,different downtown practice
osm:node/12569712465,nppes:1861138133,different,different,different,different downtown practice
osm:node/12569712465,nppes:1902978893,same,same,same,same address suite and phone; names match
osm:node/12569712465,nppes:1982775235,different,different,different,different downtown practice
osm:node/12704116116,nppes:1972748721,different,same,different,adjudicated: rule 1; both records have full addresses on different streets; the distance rule applies only when one address is missing
osm:node/12729435294,nppes:1952569220,different,different,different,different name 216 m away
osm:node/12730027395,nppes:1902465867,same,same,same,same name 123 m away
osm:node/12793964545,nppes:1295859676,different,different,different,different name in Lake Elmo
osm:node/12818327001,nppes:1285350736,same,same,same,same address; Shamblott names match
osm:node/12896072225,nppes:1023681152,different,different,different,different name
osm:node/12897274799,nppes:1518572916,different,different,different,different name 300 m away
osm:node/12897274799,nppes:1659881944,same,same,same,same name 41 m away
osm:node/13063936043,nppes:1831665603,different,different,different,different name and city
osm:node/13089392420,nppes:1295907202,same,same,same,same address; Summit Dental and Summit Dental Care
osm:node/13143516544,nppes:1316913411,different,different,different,Metro Dentalcare elsewhere; OSM is in Eagan (row 258)
osm:node/13143516544,nppes:1497403810,different,different,different,Metro Dentalcare elsewhere; OSM is in Eagan (row 258)
osm:node/13143516544,nppes:1619625043,same,same,same,same phone 157 m away; Metro Dentalcare Eagan
osm:node/13143516544,nppes:1689324311,different,different,different,Metro Dentalcare elsewhere; OSM is in Eagan (row 258)
osm:node/13143516544,nppes:1770730954,different,different,different,another Metro Dentalcare 834 m away; different phone
osm:node/13143516544,nppes:1841368545,different,different,different,different name 71 m away
osm:node/13143516544,nppes:1881841021,different,different,different,Metro Dentalcare elsewhere; OSM is in Eagan (row 258)
osm:node/13143516544,nppes:1891443263,different,different,different,Metro Dentalcare elsewhere; OSM is in Eagan (row 258)
osm:node/13156113098,nppes:1205069358,different,different,different,same name at a different street; OSM gives Mounds View Blvd
osm:node/13185418506,nppes:1821907783,different,different,different,different name and number on Town Square Dr
osm:node/13265552513,nppes:1043429970,different,different,different,different downtown practice
osm:node/13265552513,nppes:1073063103,different,different,different,different downtown practice
osm:node/13265552513,nppes:1083676944,different,different,different,different downtown practice
osm:node/13265552513,nppes:1104272939,different,different,different,different downtown practice
osm:node/13265552513,nppes:1164040457,different,different,different,different downtown practice
osm:node/13265552513,nppes:1184782617,same,same,same,same address and suite; Park Dental
osm:node/13265552513,nppes:1346649712,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1447372859,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1477170108-pl4,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1508476482,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1649867334,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1659039444,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1669199741,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1689732133,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1821746249,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1841417003,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1841656410,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1861138133,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1871100974,different,different,different,different practice; not at 800 LaSalle
osm:node/13265552513,nppes:1982775235,different,different,different,different practice; not at 800 LaSalle
osm:node/13448863362,nppes:1316913411,different,different,different,OSM house number 9042 matches none of these addresses
osm:node/13448863362,nppes:1497403810,different,different,different,OSM house number 9042 matches none of these addresses
osm:node/13448863362,nppes:1689324311,different,different,different,OSM house number 9042 matches none of these addresses
osm:node/13448863362,nppes:1881841021,different,different,different,OSM house number 9042 matches none of these addresses
osm:node/13448863362,nppes:1891443263,different,different,different,OSM house number 9042 matches none of these addresses
osm:node/13516981216,nppes:1194886630,same,same,same,same name 65 m away
osm:node/13610640653,nppes:1184093551,different,different,different,different name 297 m away
osm:node/13610640653,nppes:1891749362,different,different,different,Northwood Dental 267 m away; name does not match
osm:node/13614655078,nppes:1093828261,different,different,different,different name and suite
osm:node/13614655078,nppes:1659458974,same,same,same,same address and suite; DBA Uptown Dental
osm:node/13614655078,nppes:1841417003,different,different,different,different name in Chaska
osm:node/13614655078,nppes:1932206539,different,different,different,different name and suite
osm:node/13626360295,nppes:1679182687,same,same,same,same address; DBA Holger Dental Group
osm:node/13883833775,nppes:1558218537,different,different,different,different name 106 m away
osm:node/13883833775,nppes:1649497025,same,same,same,York Dental 29 m away
osm:node/13883833775,nppes:1689732133,different,different,different,Park Dental in Prior Lake
osm:node/13883833775,nppes:1770205064,different,different,different,different name 106 m away
osm:node/13883833775,nppes:1932012630,different,different,different,different name 106 m away
osm:node/13942955984,nppes:1184093551,same,same,same,Eagan Smiles 67 m away
osm:node/13965983641,nppes:1144307232,different,different,different,different name 265 m away
osm:node/13965983641,nppes:1841656410,different,different,different,CityScape Dental at a street 1 km away
osm:node/13967989885,nppes:1114781739,same,same,same,same address; DBA Blue Heron Dental Care
osm:node/13967989885,nppes:1417881707,different,different,different,different name 293 m away
osm:node/14110804612,nppes:1023173531,different,different,different,Oakridge Dental 54 m away; different name
osm:node/14110804612,nppes:1629774138,different,different,different,Stillwater Modern Dentistry 252 m away; name does not match
osm:node/14112398881,nppes:1023173531,different,different,different,different name 214 m away
osm:node/14112398881,nppes:1629774138,same,same,same,same name 93 m away
osm:node/14117084908,nppes:1629774138,different,different,different,different name 200 m away
osm:node/14117084908,nppes:1689732133,different,different,different,Park Dental in Prior Lake; OSM is in Stillwater
osm:node/14117084908,nppes:1841417003,different,different,different,different name in Chaska
osm:node/1411811129,nppes:1184899106,different,different,different,different name and phone
osm:node/1411811129,nppes:1245416403,same,same,same,same phone 34 m away; names match
osm:node/14125364900,nppes:1043960776,same,same,same,Metro Dentalcare Roseville 141 m away; names match
osm:node/14125364900,nppes:1255494712,different,different,different,different name
osm:node/14125364900,nppes:1316913411,different,different,different,Metro Dentalcare elsewhere; OSM is in Roseville (row 318)
osm:node/14125364900,nppes:1881841021,different,different,different,Metro Dentalcare elsewhere; OSM is in Roseville (row 318)
osm:node/14125364900,nppes:1891443263,different,different,different,Metro Dentalcare elsewhere; OSM is in Roseville (row 318)
osm:node/14143321792,nppes:1639214547,same,different,same,adjudicated: same suite and phone as Roy Krengel DDS (row 324) which matches the OSM name and phone; dentist's name is no different business (2c)
osm:node/14143321792,nppes:1679705404,same,same,same,Krengel name and phone match; 1.7 km apart
osm:node/14180598701,nppes:1376403113,same,same,same,same address and phone
osm:node/14189483436,nppes:1356854442-pl3,same,same,same,Smile Orthodontics Stillwater site 104 m away
osm:node/14189483436,nppes:1821690496,different,different,different,Smile Orthodontics in Maple Grove
osm:node/14204036046,nppes:1851466155,same,same,same,same address; Chalet Dental names match
osm:node/1696599650,nppes:1144717299,same,same,same,same phone 27 m away; DBA Riverbend Family Dental
osm:node/1696599650,nppes:1619781770,same,same,same,same phone 27 m away; OSM name misspelled
osm:node/1696695965,nppes:1144717299,different,different,different,different name and street
osm:node/1696695965,nppes:1619781770,different,different,different,different name and street
osm:node/1719957678,nppes:1093997546,same,same,same,same address and phone; Gentle Dentistry
osm:node/2006887045,nppes:1689732133,different,different,different,Wood Park Dental is not Park Dental
osm:node/2047264671,nppes:1184782542,different,different,different,different name 296 m away
osm:node/2047264671,nppes:1245722297,different,different,different,different name 296 m away
osm:node/2047264671,nppes:1285825729,same,same,same,Duren name and phone match; 383 m apart
osm:node/2047264671,nppes:1326650961,different,different,different,different name and city
osm:node/2047264671,nppes:1407325830-pl7,different,different,different,different name 296 m away
osm:node/2047264671,nppes:1508932344,different,different,different,different name 296 m away
osm:node/2503125447,nppes:1134807878,different,different,different,different name 275 m away
osm:node/2503125447,nppes:1407325830-pl1,different,different,different,co-located Facial Pain Center; different phone and name
osm:node/2503125447,nppes:1689732133,different,different,different,Park Dental in Prior Lake
osm:node/2503125447,nppes:1730247180,same,same,same,same address; Park Dental
osm:node/2913647859,nppes:1326023474,different,different,different,different name
osm:node/2913647859,nppes:1578606067,different,different,different,different name
osm:node/2913647859,nppes:1710960760,different,different,different,different name
osm:node/2913647859,nppes:1811972292,same,same,same,Great River Dental 42 m away
osm:node/2913647859,nppes:1841331642,different,different,different,different name 166 m away
osm:node/3201016445,nppes:1356854442,different,different,different,Smile Orthodontics; different name and phone
osm:node/3201016445,nppes:1447961750,same,same,same,same address and phone; Apple Tree Dental is ADT Dental
osm:node/3201016445,nppes:1548282585,same,same,same,same address and phone; ADT Dental
osm:node/3201016445,nppes:1699601310,different,different,different,different name and phone
osm:node/3215276672,nppes:1104977222,same,same,same,same address; DBA Jakubas Dental
osm:node/3497689945,nppes:1255974325-pl7,same,same,same,same address and phone; Smile Doctors acquired Lakeside
osm:node/3497689945,nppes:1730782467,different,different,different,different name and city
osm:node/3532499008,nppes:1730271081,same,same,same,same address and phone; DBA Linden Hills Dentistry
osm:node/3627771163,nppes:1265948285,different,different,different,different name 168 m away
osm:node/3627771163,nppes:1417015009,same,same,same,same address and phone; Park Dental
osm:node/3627771163,nppes:1689732133,different,different,different,Park Dental in Prior Lake
osm:node/3993101977,nppes:1396129433,unsure,different,different,adjudicated: rule 1; 12737 and 12775 are different street numbers and not a one-digit typo
osm:node/4119782525,nppes:1730384280,different,different,different,different name and phone
osm:node/4331102007,nppes:1497149496,same,same,same,street number typo 8458 vs 8454; same name
osm:node/4621509971,nppes:1073662292,same,same,same,same address and phone; dentist PC
osm:node/4621509971,nppes:1184829509,different,different,different,different name 2 km away
osm:node/4621509977,nppes:1073662292,different,different,different,different street number and name
osm:node/4751252074,nppes:1316913411,different,different,different,Metro Dentalcare in Lakeville; OSM is in Eden Prairie (row 371)
